Year,Site number,Species,cover_total
2015,11,RIAU,0.45
2015,11,SAEX,1.73
2015,11,SAGO,8.01
2015,11,SATR12,33.36
2015,11,SPAN3,2.09
2015,11,SPCR,2.15
2015,11,SPORO,0.13
2015,11,TACH2,1.19
2015,11,TRAGO,0.03
2015,11,TRTE,0.44
2015,11,ULPU,7.9
2015,12,AIAL,0.6
2015,12,AMFR,0.29
2015,12,ASSU2,0.8
2015,12,CYDA,0.17
2015,12,CYPER,0.34
2015,12,ELAN,2.95
2015,12,ELCA4,0.03
2015,12,ELEL5,3.72
2015,12,FOPUP,8.77
2015,12,LASE,0.31
2015,12,MACA2,0.72
2015,12,MUAS,3.46
2015,12,PAOB,0.56
2015,12,PAVI5,4.88
2015,12,PODEW,143.03
2015,12,SAEX,3.55
2015,12,SAGO,12.34
2015,12,SARA3,2.45
2015,12,SATR12,61.67
2015,12,SOEL,0.08
2015,12,SONCH,0.08
2015,12,SPAI,12.49
2015,12,SPAN3,2.04
2015,12,SPCO4,3.29
2015,12,SPCR,1.08
2015,12,SPORO,1.47
2015,12,TACH2,0.56
2015,12,ULPU,7.04
2015,13,AMFR,2.7
2015,13,AMPS,4.38
2015,13,APCA,1.31
2015,13,BASA4,5.82
2015,13,BRCA6,0.05
2015,13,BROMU,0.13
2015,13,CAREX,4.78
2015,13,CESP4,5.01
2015,13,CHAMA15,1.17
2015,13,COCA5,4.47
2015,13,DALE3,1.95
2015,13,DISP,0.01
2015,13,ECMUM,0.1
2015,13,ELAN,61.59
2015,13,ELTR7,0.63
2015,13,EQLA,10.73
2015,13,ERPE,0.29
2015,13,EUOC4,7.97
2015,13,FOPUP,4.67
2015,13,GAMO5,0.03
2015,13,HEAN3,0.32
2015,13,HOJU,0.16
2015,13,JUARL,9.03999999999999
2015,13,JUNCU,2.31
2015,13,JUTO,0.02
2015,13,LASE,0.03
2015,13,LEOR,14.84
2015,13,MELIL,0.14
2015,13,MEOF,19.42
2015,13,MUAS,3.26
2015,13,OEELH,0.35
2015,13,OEELH2,1.77
2015,13,OENOT,1.11
2015,13,PACA6,0.11
2015,13,PAOB,6.53
2015,13,PAVI5,2.96
2015,13,PODEW,58.39
2015,13,POLA4,0.18
2015,13,POMO5,0.43
2015,13,RUMEX,0.16
2015,13,SAEX,105.52
2015,13,SAGO,1.48
2015,13,SARA3,12.68
2015,13,SCPU10,4.38999999999999
2015,13,SCTA2,1.87
2015,13,SOCA6,1.8
2015,13,SONU2,3.97
2015,13,SPFL2,0.5
2015,13,SPORO,1.22
2015,13,SYER,0.16
2015,13,SYPR5,0.7
2015,13,TACH2,2.29
2015,13,TAOF,0.02
2015,13,TRTE,0.03
2015,13,TYDO,0.35
2015,13,TYLA,7.03
2015,13,TYPHA,5.03
2015,13,ULPU,20.28
2015,13,XAST,4.17
2015,14,ANCA10,1.96
2015,14,CHSP11,0.07
2015,14,DISP,67.61
2015,14,ELAN,89.29
2015,14,FOPUP,1.53
2015,14,HOJU,0.07
2015,14,JUARL,5.27999999999999
2015,14,LYTO,1.89
2015,14,PAOB,0.24
2015,14,PODEW,117.58
2015,14,SAEX,0.43
2015,14,SAGO,2.1
2015,14,SPSA3,0.1
2015,14,TACH2,128.46
2015,15,ANCA10,137.58
2015,15,BASC5,60.25
2015,15,DISP,61.07
2015,15,ELAN,12.72
2015,15,ELCA4,0.26
2015,15,ELEL5,0.35
2015,15,LYTO,31.05
2015,15,MUAS,30.44
2015,15,PODEW,33.9
2015,15,SAEX,16.81
2015,15,SAGO,0.99
2015,15,TACH2,1.94
2015,15,THPO7,2.62
2015,16,ANCA10,71.18
2015,16,BASC5,223.96
2015,16,DISP,3.17
2015,16,ELAN,1.34
2015,16,HEAN3,0.23
2015,16,LYTO,0.16
2015,16,MUAS,8.19
2015,16,PODEW,21.05
2015,16,SAEX,4.85
2015,16,SAGO,2.1
2015,16,SATR12,3.19
2015,16,SOEL,0.09
2015,16,SPAI,1.65
2015,16,TACH2,4.5
2015,17,AIAL,21.84
2015,17,AMAC2,1.63
2015,17,BASC5,78.63
2015,17,BRINI,1.06
2015,17,CHAL7,0.47
2015,17,CHAMA15,0.16
2015,17,CHENO,0.84
2015,17,CHPR5,3.65
2015,17,COCA5,0.25
2015,17,DIWI2,0.94
2015,17,ELAN,40.35
2015,17,ELEL5,1.45
2015,17,HEAN3,1.56
2015,17,LASE,2.55
2015,17,MACA2,0.29
2015,17,PHHE5,0.51
2015,17,PODEW,61.44
2015,17,RIAU,1.18
2015,17,SAGO,8.43
2015,17,SATR12,29.24
2015,17,SEVI4,0.25
2015,17,SOEL,1.77
2015,17,SPAI,26.73
2015,17,SPAN3,2.11
2015,17,SPCR,2.95
2015,17,SPORO,10.81
2015,18,AMPS,1.38
2015,18,ANCA10,5.57
2015,18,ASSU2,0.04
2015,18,BASC5,15.24
2015,18,COAR4,2.58
2015,18,DISP,1.29
2015,18,ELEL5,0.29
2015,18,FOPUP,5.47
2015,18,GLLE3,0.03
2015,18,HEAN3,9.81
2015,18,HECI,5.69
2015,18,LASE,0.24
2015,18,LYTO,0.02
2015,18,MACA2,0.08
2015,18,MUAS,6.75
2015,18,PACA6,1.35
2015,18,PODEW,131.68
2015,18,SAEX,0.09
2015,18,SATR12,25.06
2015,18,SOEL,3.69
2015,18,SPCR,2.05
2015,18,SYER,0.9
2015,18,TACH2,2.13
2015,18,TRAGO,0.01
2015,19,ANCA10,17.41
2015,19,BASC5,94.79
2015,19,CHAL7,1.27
2015,19,ELAN,10.48
2015,19,PODEW,164
2015,19,RIAU,1.11
2015,19,SAEX,0.9
2015,19,SAGO,5.01
2015,19,SATR12,10.87
2015,19,TACH2,15.58
2015,20,ATCA2,1.74
2015,20,BASC5,22.46
2015,20,CAREX,0.23
2015,20,CHAMA15,1.11
2015,20,CYPER,0.06
2015,20,ELAN,53.57
2015,20,ELEL5,0.16
2015,20,GRASS,0.5
2015,20,JUMO,1.04
2015,20,MELIL,0.13
2015,20,MOAL,18.13
2015,20,PODEW,64.15
2015,20,SAEX,54.12
2015,20,SAGO,1.68
2015,20,SATR12,11.07
2015,20,SOEL,0.72
2015,20,SPCO4,0.3
2015,20,SPCR,0.04
2015,20,SPORO,7.79
2015,20,TACH2,3.48
2015,20,TRTE,0.02
2015,20,ULPU,57.66
2015,21,AIAL,2.43
2015,21,AMFR,19.82
2015,21,CHAL7,0.47
2015,21,CHAMA15,4.43
2015,21,ELEL5,2.98
2015,21,HEAN3,0.04
2015,21,LASE,0.04
2015,21,PAVI5,19.33
2015,21,PODEW,128.28
2015,21,SAEX,29.98
2015,21,SATR12,0.47
2015,21,SEFL3,0.08
2015,21,SOEL,9.68999999999998
2015,21,SOLAN,0.07
2015,21,SPAN3,1.36
2015,21,SPCR,0.01
2015,21,SPORO,0.06
2015,21,TRTE,6.4
2015,21,ULPU,120.04
2015,22,ANCA10,17.05
2015,22,APCA,0.03
2015,22,ASSU2,0.04
2015,22,BRCA6,0.32
2015,22,COAR4,6.43
2015,22,COCA5,0.56
2015,22,CYPER,0.01
2015,22,DISP,0.99
2015,22,ELAN,10.3
2015,22,ELCA4,1.9
2015,22,ELEL5,0.77
2015,22,EQLA,5.28999999999999
2015,22,GLLE3,2.88
2015,22,HEAN3,0.34
2015,22,JUARL,4.57
2015,22,LASE,1.81
2015,22,MACA2,1.86
2015,22,MEOF,2.93
2015,22,MUAS,11.88
2015,22,PAOB,1.26
2015,22,PAVI5,0.49
2015,22,PODEW,170.5
2015,22,SAEX,23.4
2015,22,SAGO,35.99
2015,22,SOEL,0.78
2015,22,SPAI,3.02
2015,22,SPORO,0.02
2015,22,SYER,0.34
2015,22,ULPU,21.16
2015,23,ARLU,2.12
2015,23,BASC5,37.8
2015,23,BOCU,0.23
2015,23,BOUTE,0.22
2015,23,BRCA6,0.06
2015,23,CHAMA15,0.02
2015,23,ELEL5,22.19
2015,23,HEAN3,3.81
2015,23,LASE,3.88
2015,23,MAAQ2,0.71
2015,23,MACA2,0.26
2015,23,MAPIP4,0.21
2015,23,MUAS,2.6
2015,23,PAOB,0.21
2015,23,PODEW,170.61
2015,23,SARA3,0.9
2015,23,SATR12,9.85
2015,23,SOEL,0.17
2015,23,SPAN3,1.37
2015,23,SPCO4,0.38
2015,23,SPCR,11.57
2015,23,SPORO,6.54999999999999
2015,23,TRAGO,0.26
2015,23,TRTE,0.4
2015,23,ULPU,1.81
2015,24,AMAC2,0.27
2015,24,AMARA,0.25
2015,24,ASSU2,0.09
2015,24,BASC5,0.15
2015,24,BOBA2,0.43
2015,24,CESP4,0.09
2015,24,CHAMA15,3.71
2015,24,CHENO,0.61
2015,24,CHER2,0.2
2015,24,CHPR5,0.84
2015,24,CHVE2,0.03
2015,24,CHVI8,6.22
2015,24,COCA5,0.03
2015,24,CYIM2,1.26
2015,24,DISP,2.28
2015,24,ELEL5,2.54
2015,24,ERBE2,0.14
2015,24,ERDI4,0.47
2015,24,EUDA5,0.04
2015,24,FOPUP,7.95
2015,24,FORB,0.4
2015,24,GAURA,0.09
2015,24,GRASS,0.18
2015,24,GRSQ,6.16
2015,24,GUSA2,56.39
2015,24,HEAN3,2.24
2015,24,HELIA3,0.59
2015,24,HEVI4,0.35
2015,24,HYMEN4,0.24
2015,24,IPLO2,0.11
2015,24,JUMO,27.87
2015,24,MAPIP4,6.71999999999999
2015,24,MESA,0.04
2015,24,MOSQ,0.17
2015,24,MUAS,1.52
2015,24,OECO2,0.48
2015,24,OPPH,0.29
2015,24,PASP,0.05
2015,24,PODEW,68.68
2015,24,POOL,0.01
2015,24,SATR12,24.09
2015,24,SEFL3,1.01
2015,24,SOEL,0.16
2015,24,SOLID,0.13
2015,24,SPAN3,3.31
2015,24,SPCR,3.64
2015,24,SPORO,23.57
2015,24,SYER,0.8
2015,24,XAST,0.07
2015,25,AMPS,1.63
2015,25,ANCA10,80.2
2015,25,ASSU2,0.07
2015,25,BASC5,14.61
2015,25,COCA5,0.7
2015,25,DEIL,0.89
2015,25,DISP,13.34
2015,25,ECMUM,0.38
2015,25,ELAN,18.57
2015,25,FOPUP,0.8
2015,25,FORB,0.09
2015,25,GLLE3,1.5
2015,25,HEAN3,0.15
2015,25,HECI,0.04
2015,25,HOJU,0.01
2015,25,JUARL,4.26
2015,25,MEOF,0.59
2015,25,MEOL,8.53
2015,25,MUAS,27.34
2015,25,PACA6,1.34
2015,25,PODEW,71.66
2015,25,SAEX,3.2
2015,25,SPAI,0.26
2015,25,SPORO,16.97
2015,25,SYER,8.8
2015,25,TACH2,23.53
2015,25,XAST,1.02
2015,30,ALGAE,6.96
2015,30,AMFR,0.2
2015,30,BASC5,75.88
2015,30,BOCU,1.06
2015,30,BOGR2,0.98
2015,30,BOUTE,0.49
2015,30,COCA5,0.07
2015,30,DISP,18.67
2015,30,ELEL5,0.03
2015,30,EUDA5,0.09
2015,30,FOPUP,0.39
2015,30,GRASS,0.34
2015,30,HEAN3,0.85
2015,30,JUNCU,0.01
2015,30,LASE,0.05
2015,30,MUAS,0.03
2015,30,PANIC,0.41
2015,30,PASM,0.28
2015,30,PLJA,0.48
2015,30,PODEW,106.92
2015,30,SAEX,19.88
2015,30,SAGO,0.13
2015,30,SATR12,52.16
2015,30,SCPU10,12.12
2015,30,SPAI,8.66
2015,30,SPAN3,0.31
2015,30,SPCO4,0.14
2015,30,SPCR,3.86
2015,30,SPFL2,1.45
2015,30,SPORO,6.2
2015,30,SYPR5,0.14
2015,30,TACH2,1.72
2015,30,TAOF,0.14
2015,30,TRAGO,0.15
2015,30,TYLA,3.53
2015,30,ULPU,0.59
2016,1,AMFR,4.79
2016,1,BOBA2,0.04
2016,1,CHAMA15,0.67
2016,1,ELAN,4.08
2016,1,ELEL5,0.26
2016,1,FOPUP,170.57
2016,1,HENE5,0.13
2016,1,MACHA,0.47
2016,1,PAVI5,2.57
2016,1,PODEW,127.89
2016,1,SAAM2,1.56
2016,1,SAEX,1.85
2016,1,SEFL3,0.07
2016,1,SPAI,0.14
2016,1,SPORO,0.08
2016,1,TACH2,4.56
2016,1,ULPU,11.53
2016,2,ACHY,0.67
2016,2,AMFR,1.44
2016,2,ARPU9,0.28
2016,2,ATCA2,4.31
2016,2,BOBA2,0.48
2016,2,BOUTE,0.14
2016,2,CHAMA15,0.24
2016,2,ELEL5,7.88999999999998
2016,2,GUSA2,14.01
2016,2,HENE5,2.97
2016,2,MEOF,9.38999999999999
2016,2,MEOL,0.51
2016,2,PAOB,1.42
2016,2,PODEW,142.17
2016,2,POHA5,0.01
2016,2,SATR12,1.56
2016,2,SEFL3,6.06
2016,2,SPAN3,0.72
2016,2,SPCR,17.97
2016,2,SPORO,2.21
2016,3,AMFR,1.42
2016,3,AMPS,0.94
2016,3,ANCA10,118.72
2016,3,APCA,6.13
2016,3,CAREX,10.37
2016,3,ELAN,37.77
2016,3,FOPUP,1.35
2016,3,HOJU,0.08
2016,3,MOAL,13.99
2016,3,MUAS,35.32
2016,3,PAVI5,9.56
2016,3,PODEW,136.07
2016,3,RIAU,0.26
2016,3,SAAM2,12.31
2016,3,SAEX,42.45
2016,3,SAGO,3.6
2016,3,SOCA6,0.79
2016,3,ULPU,39.16
2016,4,AMPS,0.41
2016,4,APCA,0.08
2016,4,ARPU9,0.08
2016,4,ASSU2,0.33
2016,4,BASA4,1.84
2016,4,CAREX,2.42
2016,4,DISP,3.88
2016,4,ELAN,117.33
2016,4,ELCA4,0.72
2016,4,ELEL5,0.14
2016,4,EQLA,0.77
2016,4,EUOC4,0.49
2016,4,HOJU,0.08
2016,4,JUARL,0.28
2016,4,LATAP,0.34
2016,4,MUAS,21.78
2016,4,PACA6,0.01
2016,4,PAOB,43.91
2016,4,PODEW,193.76
2016,4,POPR,0.04
2016,4,SAEX,6.5
2016,4,SATR12,0.46
2016,4,SPCR,3.13
2016,4,TECA3,0.01
2016,5,BASC5,0.51
2016,5,ELEL5,8.13999999999998
2016,5,FOPUP,12.38
2016,5,JUMO,0.83
2016,5,PODEW,129.04
2016,5,SATR12,12.99
2016,5,SEFL3,0.21
2016,5,SENEC,0.25
2016,6,AIAL,17.66
2016,6,ATCA2,0.78
2016,6,BASC5,39.15
2016,6,CHAMA15,0.05
2016,6,COAR4,0.17
2016,6,COCA5,2.39
2016,6,ELAN,99.26
2016,6,ELEL5,0.16
2016,6,FOPUP,0.4
2016,6,FORB,0.04
2016,6,GLLE3,2.44
2016,6,HEAN3,1.8
2016,6,HECI,6.69
2016,6,HOJU,0.71
2016,6,LASE,0.05
2016,6,MACA2,0.99
2016,6,PHYSA,0.09
2016,6,PODEW,50.7
2016,6,RIAU,7.73
2016,6,SAEX,1.49
2016,6,SATR12,20
2016,6,SELE6,23.79
2016,6,SOEL,19.12
2016,6,SPAI,8.87
2016,6,SPAN3,8.4
2016,6,SPCO4,6.11
2016,6,SPCR,4.72
2016,6,SPORO,12.05
2016,6,TACH2,26.16
2016,7,BOAR,4.29999999999999
2016,7,BOBA2,0.78
2016,7,BOSP,0.56
2016,7,BOUTE,0.01
2016,7,CHAMA15,0.05
2016,7,CRTE4,0.02
2016,7,DALA3,0.33
2016,7,DIWI2,0.85
2016,7,EPWI2,0.06
2016,7,FOPUP,2.69
2016,7,GUSA2,6.08
2016,7,IPLO2,3.04
2016,7,KAPA,0.02
2016,7,LINUM,0.01
2016,7,MACA2,0.44
2016,7,MACHA,1.5
2016,7,MAPIP4,0.32
2016,7,MENTZ,0.08
2016,7,MIGL3,0.2
2016,7,NAHI,0.12
2016,7,OEPA,0.92
2016,7,PODEW,8.44
2016,7,PSSC6,13.28
2016,7,SATR12,7.07
2016,7,SPAN3,0.08
2016,7,SPCO4,2.67
2016,7,SPCR,1.84
2016,7,SPFL2,0.51
2016,7,SPGI,0.05
2016,7,SPHAE,0.13
2016,7,SPORO,6.41
2016,7,TACH2,23.73
2016,8,AIAL,6.52
2016,8,ATCA2,0.04
2016,8,BASA,23.73
2016,8,BASC5,2.36
2016,8,BOGR2,1.61
2016,8,BROMU,0.76
2016,8,ECMUM,0.37
2016,8,ELAN,9.18
2016,8,ELCA4,0.63
2016,8,FOPUP,8.04
2016,8,GLTR,5.54
2016,8,HENE5,0.55
2016,8,LYTO,5.86
2016,8,MOAL,5.17
2016,8,MUAS,5.77
2016,8,PASM,13.29
2016,8,PLJA,0.83
2016,8,PODEW,170.72
2016,8,SAGO,4.84
2016,8,SATR12,0.24
2016,8,SPAI,10.3
2016,8,SPAN3,0.01
2016,8,SPORO,3.13
2016,8,THPO7,97.05
2016,8,ULPU,27.75
2016,8,XAST,3.38
2016,10,AMARA,0.22
2016,10,ARDR4,8.33
2016,10,ASSU2,0.19
2016,10,ATCA2,0.47
2016,10,BOBA2,1.57
2016,10,BOCU,0.42
2016,10,BOERH2,0.26
2016,10,BOGR2,0.84
2016,10,BOUTE,0.900000000000001
2016,10,BREUC2,1.67
2016,10,CHAMA15,4.02
2016,10,DALA3,0.4
2016,10,ELEL5,1.29
2016,10,FOPUP,0.61
2016,10,GAMO5,0.63
2016,10,GLLE3,0.21
2016,10,GRASS,0.42
2016,10,GUSA2,2.35
2016,10,HOJU,0.48
2016,10,MEOF,4.1
2016,10,MOAL,5.97
2016,10,MUAS,0.14
2016,10,MUME2,2.64
2016,10,OPPH,3.01
2016,10,PAOB,2.4
2016,10,PASM,0.46
2016,10,PAVI5,2.26
2016,10,PHYSA,0.11
2016,10,PODEW,37.11
2016,10,POHA5,0.09
2016,10,POOL,0.11
2016,10,RATA,0.06
2016,10,SAEX,15.27
2016,10,SATR12,3.54
2016,10,SEFL3,2.87
2016,10,SPAI,18.53
2016,10,SPAN3,1.37
2016,10,SPCO4,0.91
2016,10,SPCR,2.64
2016,10,SPORO,8.94999999999999
2016,10,TACH2,23.65
2016,10,TRTE,0.16
2016,10,ULPU,28.9
2016,11,ACHY,0.15
2016,11,AMCO3,2.39
2016,11,AMFR,0.18
2016,11,AMPS,0.55
2016,11,ATCA2,2.46
2016,11,CHAMA15,0.12
2016,11,ELAN,0.17
2016,11,ELEL5,3.35
2016,11,FOPUP,18.14
2016,11,HEAN3,0.02
2016,11,HENE5,0.37
2016,11,HOJU,1.22
2016,11,LASE,0.04
2016,11,MACA2,0.43
2016,11,MEOF,4.79
2016,11,PIOP,0.8
2016,11,PODEW,148.73
2016,11,RATA,0.55
2016,11,RIAU,0.24
2016,11,SAAM2,4.54
2016,11,SAEX,1.08
2016,11,SAGO,2.49
2016,11,SATR12,3.45
2016,11,SPAN3,3.51
2016,11,SPCR,2.54
2016,11,SPORO,0.32
2016,11,TACH2,1.72
2016,11,ULPU,7.78
2016,11,UNK,0.07
2016,12,AIAL,1.56
2016,12,AMFR,0.11
2016,12,AMPS,0.97
2016,12,ASSU2,1.29
2016,12,CYDA,0.14
2016,12,CYPER,0.38
2016,12,ELAN,6.09
2016,12,ELCA4,0.18
2016,12,ELEL5,3.06
2016,12,FOPUP,9.26
2016,12,HOJU,0.1
2016,12,LASE,0.09
2016,12,MACA2,1
2016,12,MUAS,4.01
2016,12,PAOB,0.78
2016,12,PASM,1.74
2016,12,PAVI5,3.36
2016,12,PODEW,138.79
2016,12,SAAM2,1.52
2016,12,SAEX,3.29
2016,12,SAGO,11.63
2016,12,SARA3 ,2.37
2016,12,SATR12,5.77
2016,12,SOEL,0.34
2016,12,SPAI,9.73
2016,12,SPAN3,6.2
2016,12,SPCR,3.7
2016,12,TACH2,1.67
2016,12,ULPU,11.07
2016,13,AMFR,1.5
2016,13,AMPS,7.02
2016,13,APCA,5.36
2016,13,BASA,2.29
2016,13,BASA4,6.38
2016,13,BRCA6,1.34
2016,13,CAREX,9.95
2016,13,CESP4,1.38
2016,13,CHAMA15,5.03999999999999
2016,13,COCA5,0.62
2016,13,CYDA,0.01
2016,13,CYPER,0.25
2016,13,DISP,0.26
2016,13,ECMUM,0.34
2016,13,ELAN,80.6
2016,13,ELCA4,1.75
2016,13,ELEL5,0.02
2016,13,ELPA3,0.29
2016,13,ELTR7,0.9
2016,13,EQAR,0.43
2016,13,EQLA,11.76
2016,13,EQUIS,0.03
2016,13,ERDI4,0.02
2016,13,ERPE,0.05
2016,13,ERPEP2,0.69
2016,13,EUOC4,4.28
2016,13,FORB,0.09
2016,13,GAMO5,0.28
2016,13,GRASS,0.11
2016,13,HEAN3,0.01
2016,13,LEOR,15.68
2016,13,MELIL,0.05
2016,13,MEOF,9.61
2016,13,MOAL,0.05
2016,13,MUAS,9.28
2016,13,OEELH,1.62
2016,13,PADI16,0.97
2016,13,PAOB,7.94
2016,13,PAVI5,8.14
2016,13,PODEW,83.31
2016,13,POHA5,0.19
2016,13,POLA4,0.73
2016,13,POPR,0.5
2016,13,RUMEX,0.02
2016,13,SAEX,112.08
2016,13,SAGO,3.2
2016,13,SARA3,0.67
2016,13,SARA3 ,17.93
2016,13,SCPH,1.07
2016,13,SCTA2,3.54
2016,13,SONU2,3.85
2016,13,SPAI,0.62
2016,13,SPCO4,0.74
2016,13,SPCR,1.62
2016,13,SPORO,4.08
2016,13,SYER,1.89
2016,13,TACH2,2.38
2016,13,TYDO,3.4
2016,13,TYLA,8.51
2016,13,TYPHA,1.34
2016,13,ULPU,25.61
2016,13,XAST,0.19
2016,14,ANCA10,1.29
2016,14,BOUTE,0.08
2016,14,CHSP11,0.68
2016,14,DISP,59.8400000000001
2016,14,ELAN,93.08
2016,14,FOPUP,0.07
2016,14,JUARL,5.34999999999999
2016,14,LYTO,2.33
2016,14,MOSQ,0.01
2016,14,PAOB,0.07
2016,14,PODEW,124.96
2016,14,SAEX,1.25
2016,14,SAGO,0.14
2016,14,SPSA3,0.16
2016,14,TACH2,75.61
2016,15,ANCA10,130.85
2016,15,BASC5,39.13
2016,15,DISP,53.38
2016,15,DISP/MUAS,0.07
2016,15,ELAN,15.01
2016,15,HOJU,0.07
2016,15,LYTO,31.03
2016,15,MUAS,20.34
2016,15,PODEW,29.49
2016,15,SAEX,17.6
2016,15,SAGO,1.11
2016,15,TACH2,3.48
2016,15,THPO7,7.59
2016,16,AMPS,0.01
2016,16,ANCA10,77.74
2016,16,BASC5,154.04
2016,16,DISP,3.73
2016,16,ELAN,2.9
2016,16,LYTO,0.16
2016,16,MUAS,15.44
2016,16,PODEW,21.76
2016,16,RHTR,0.98
2016,16,SAEX,2.53
2016,16,SAGO,7.7
2016,16,SOEL,0.27
2016,16,SPAI,1.05
2016,17,AIAL,29.67
2016,17,AMFR,1.06
2016,17,AMPS,0.32
2016,17,ATCA2,0.05
2016,17,BASC5,72.79
2016,17,BRINI,3.06
2016,17,CHAL7,0.62
2016,17,CHAMA15,0.09
2016,17,COCA5,0.22
2016,17,DAWR2,1
2016,17,DIWI2,1.53
2016,17,ELAN,49.24
2016,17,ELEL5,0.21
2016,17,HEAN3,0.27
2016,17,HECI,0.1
2016,17,HOJU,0.68
2016,17,MACA2,0.36
2016,17,PHVI5,0.03
2016,17,PODEW,62.77
2016,17,RIAU,2.17
2016,17,SAGO,7.89
2016,17,SATR12,13.18
2016,17,SOEL,2.88
2016,17,SPAI,21.01
2016,17,SPAN3,9.37
2016,17,SPCO4,1.49
2016,17,SPCR,0.64
2016,17,SPFL2,0.26
2016,17,SPGI,0.05
2016,17,SPORO,14.49
2016,18,AMPS,2.21
2016,18,ANCA10,5.48
2016,18,ASSU2,0.11
2016,18,BASC5,4.72
2016,18,COAR4,3.58
2016,18,COCA5,0.63
2016,18,DISP,4.33
2016,18,ELAN,0.15
2016,18,ELEL5,0.46
2016,18,FOPUP,8.78
2016,18,GLLE3,0.97
2016,18,HEAN3,3.94
2016,18,HECI,4.83
2016,18,HOJU,0.3
2016,18,LYTO,0.41
2016,18,MACA2,0.45
2016,18,MUAS,4.19
2016,18,PACA6,0.2
2016,18,PODEW,152.23
2016,18,SATR12,14.38
2016,18,SOEL,2.55
2016,18,SPCR,1.7
2016,18,SYER,0.92
2016,18,TACH2,2.15
2016,18,ULPU,0.09
2016,18,XAST,0.04
2016,19,ACHY,1.05
2016,19,ANCA10,16.01
2016,19,BASC5,30.65
2016,19,ELAN,11.57
2016,19,LYTO,0.75
2016,19,MACA2,0.11
2016,19,PAVI5,0.28
2016,19,PODEW,170.93
2016,19,RIAU,2.24
2016,19,SAEX,4.34
2016,19,SAGO,0.41
2016,19,TACH2,14.28
2016,20,APCA,0.1
2016,20,ATCA2,0.83
2016,20,BASC5,6.01
2016,20,BOBA2,0.09
2016,20,CAREX,0.06
2016,20,CHAMA15,0.79
2016,20,DISP,0.3
2016,20,ELAN,56.28
2016,20,FUNGI,0.04
2016,20,JUMO,1.58
2016,20,KAPA,0.01
2016,20,MOAL,21.35
2016,20,MOSQ,0.03
2016,20,PODEW,74.8
2016,20,POHA5,0.08
2016,20,SAAM2,2.25
2016,20,SAEX,57.54
2016,20,SATR12,3.5
2016,20,SOEL,0.54
2016,20,SPCR,3.01
2016,20,TACH2,4.93
2016,20,ULPU,51.95
2016,21,AIAL,1.35
2016,21,AMARA,0.03
2016,21,AMFR,16.92
2016,21,APCA,0.12
2016,21,ASSU2,0.12
2016,21,BRCA6,0.05
2016,21,CHAMA15,1.64
2016,21,ELCA4,0.07
2016,21,ELEL5,0.48
2016,21,GAMO5,0.45
2016,21,GRASS,0.02
2016,21,HOJU,0.1
2016,21,LASE,0.11
2016,21,PAVI5,17.46
2016,21,PODEW,119.16
2016,21,SAEX,24.11
2016,21,SATR12,1.75
2016,21,SOEL,4.77
2016,21,SOLAN,0.07
2016,21,SPAN3,1.09
2016,21,SPORO,0.12
2016,21,ULPU,123.14
2016,22,ANCA10,14.24
2016,22,APCA,0.17
2016,22,ASSU2,0.07
2016,22,BRCA6,0.53
2016,22,COAR4,1.83
2016,22,COCA5,0.01
2016,22,DISP,0.9
2016,22,ELAN,10.79
2016,22,ELCA4,1.38
2016,22,ELEL5,0.6
2016,22,EQLA,2.92
2016,22,GAMO5,0.01
2016,22,GLLE3,5.99
2016,22,HOJU,0.12
2016,22,JUARL,3.27
2016,22,LASE,0.09
2016,22,MACA2,0.43
2016,22,MOAL,0.32
2016,22,MUAS,14.78
2016,22,PAOB,0.7
2016,22,PAVI5,0.23
2016,22,PODEW,170.88
2016,22,SAAM2,12.96
2016,22,SAEX,25.89
2016,22,SAGO,16.09
2016,22,SATR12,1.7
2016,22,SOEL,0.21
2016,22,SPAI,2.84
2016,22,SPAN3,0.17
2016,22,SPCR,0.05
2016,22,TACH2,0.31
2016,22,ULPU,23.49
2016,23,ACHY,0.08
2016,23,ARLU,2.14
2016,23,BASC5,26.22
2016,23,BOCU,0.41
2016,23,CHAMA15,0.28
2016,23,ECMUM,0.08
2016,23,ELEL5,35.5900000000001
2016,23,GAMO5,0.33
2016,23,HEAN3,0.35
2016,23,LASE,0.34
2016,23,MAAQ2,0.63
2016,23,MAPIP4,0.13
2016,23,MUAS,5.42
2016,23,PODEW,164.32
2016,23,POHA5,0.32
2016,23,SATR12,12.44
2016,23,SEVI4,0.05
2016,23,SOEL,1.33
2016,23,SPAN3,2.69
2016,23,SPCO4,1.3
2016,23,SPCR,8.02999999999998
2016,23,SPFL2,0.05
2016,23,SPORO,9.02999999999999
2016,23,SYER,0.06
2016,23,TRAGO,0.31
2016,23,TRTE,0.29
2016,23,ULPU,0.76
2016,24,ASSU2,0.04
2016,24,CHVI8,4.53
2016,24,DISP,1.12
2016,24,FOPUP,8.31
2016,24,GUSA2,29.97
2016,24,HEVI4,0.13
2016,24,JUMO,4.62
2016,24,MAPIP4,0.75
2016,24,MUAS,0.04
2016,24,OEPA,0.02
2016,24,OPIM,0.19
2016,24,PODEW,68.58
2016,24,SATR12,0.1
2016,24,SEFL3,0.14
2016,24,SENEC,0.09
2016,24,SOEL,0.09
2016,24,SPAN3,0.22
2016,24,SPORO,0.940000000000001
2016,24,SYER,0.18
